,poly_1,poly_2,poly_3,poly_4,poly_5
78,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
79,0.032566669,0.028310936,-0.003971334,-0.031148564,-0.022525959
80,0.002508049,-0.014779792,0.002213313,0.013810914,-0.006791668
81,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
82,0.029402604,0.020007324,-0.010819193,-0.026707524,-0.008406208
83,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
84,-0.029132603,0.026298066,-0.014549951,-0.00259928,0.018973247
85,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
86,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
87,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
88,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
89,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
90,0.043640897,0.064354989,0.044976103,-0.011170675,-0.060421538
91,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
92,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
93,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
94,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
95,-0.032296669,0.035281758,-0.02974748,0.016693714,0.002132398
96,0.049969028,0.089827497,0.094263307,0.044326114,-0.02830202
97,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
98,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
99,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
100,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
101,0.030984636,0.024048314,-0.007737631,-0.029261814,-0.015241837
102,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
103,0.018328375,-0.002073906,-0.01662828,-0.001314381,0.016629103
104,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
105,0.012000245,-0.009815846,-0.011136626,0.010211456,0.011858668
106,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
107,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
108,0.032566669,0.028310936,-0.003971334,-0.031148564,-0.022525959
109,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
110,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
111,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
112,0.037312767,0.042428595,0.011842015,-0.031176789,-0.044547397
113,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
114,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
115,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
116,0.013582277,-0.008212809,-0.012907277,0.007902769,0.014057349
117,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
118,0.013582277,-0.008212809,-0.012907277,0.007902769,0.014057349
119,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
120,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
121,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
122,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
123,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
124,0.026238538,0.012590241,-0.015090526,-0.020177957,0.003235839
125,0.023074473,0.006059686,-0.017110166,-0.012624434,0.011441804
126,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
127,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
128,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
129,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
130,0.029402604,0.020007324,-0.010819193,-0.026707524,-0.008406208
131,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
132,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
133,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
134,0.027820571,0.016187967,-0.013256623,-0.02363357,-0.002200693
135,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
136,-0.033878701,0.040106052,-0.038735093,0.029897441,-0.012919544
137,0.029402604,0.020007324,-0.010819193,-0.026707524,-0.008406208
138,-0.016476342,-0.000771418,0.01515948,-0.016418307,0.002119499
139,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
140,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
141,-0.025968538,0.018200902,-0.002785325,-0.013937133,0.023017296
142,-0.016476342,-0.000771418,0.01515948,-0.016418307,0.002119499
143,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
144,-0.032296669,0.035281758,-0.02974748,0.016693714,0.002132398
145,0.013582277,-0.008212809,-0.012907277,0.007902769,0.014057349
146,0.002508049,-0.014779792,0.002213313,0.013810914,-0.006791668
147,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
148,0.027820571,0.016187967,-0.013256623,-0.02363357,-0.002200693
149,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
150,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
151,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
152,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
153,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
154,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
155,0.027820571,0.016187967,-0.013256623,-0.02363357,-0.002200693
156,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
157,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
158,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
159,0.023074473,0.006059686,-0.017110166,-0.012624434,0.011441804
160,0.034148702,0.03279519,0.000520303,-0.03221003,-0.030031134
161,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
162,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
163,0.018328375,-0.002073906,-0.01662828,-0.001314381,0.016629103
164,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
165,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
166,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
167,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
168,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
169,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
170,0.013582277,-0.008212809,-0.012907277,0.007902769,0.014057349
171,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
172,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
173,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
174,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
175,0.012000245,-0.009815846,-0.011136626,0.010211456,0.011858668
176,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
177,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
178,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
179,0.012000245,-0.009815846,-0.011136626,0.010211456,0.011858668
180,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
181,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
182,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
183,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
184,0.002508049,-0.014779792,0.002213313,0.013810914,-0.006791668
185,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
186,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
187,-0.025968538,0.018200902,-0.002785325,-0.013937133,0.023017296
188,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
189,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
190,-0.018058375,0.001836555,0.013739016,-0.018237797,0.006661066
191,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
192,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
193,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
194,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
195,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
196,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
197,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
198,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
199,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
200,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
201,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
202,0.002508049,-0.014779792,0.002213313,0.013810914,-0.006791668
203,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
204,-0.032296669,0.035281758,-0.02974748,0.016693714,0.002132398
205,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
206,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
207,0.032566669,0.028310936,-0.003971334,-0.031148564,-0.022525959
208,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
209,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
210,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
211,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
212,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
213,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
214,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
215,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
216,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
217,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
218,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
219,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
220,0.030984636,0.024048314,-0.007737631,-0.029261814,-0.015241837
221,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
222,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
223,0.021492441,0.003126856,-0.017377113,-0.008753189,0.014119626
224,-0.010148212,-0.00898699,0.015913461,-0.005230521,-0.011967832
225,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
226,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
227,-0.025968538,0.018200902,-0.002785325,-0.013937133,0.023017296
228,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
229,-0.010148212,-0.00898699,0.015913461,-0.005230521,-0.011967832
230,0.018328375,-0.002073906,-0.01662828,-0.001314381,0.016629103
231,0.030984636,0.024048314,-0.007737631,-0.029261814,-0.015241837
232,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
233,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
234,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
235,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
236,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
237,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
238,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
239,0.026238538,0.012590241,-0.015090526,-0.020177957,0.003235839
240,0.027820571,0.016187967,-0.013256623,-0.02363357,-0.002200693
241,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
242,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
243,-0.018058375,0.001836555,0.013739016,-0.018237797,0.006661066
244,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
245,-0.025968538,0.018200902,-0.002785325,-0.013937133,0.023017296
246,-0.032296669,0.035281758,-0.02974748,0.016693714,0.002132398
247,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
248,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
249,-0.010148212,-0.00898699,0.015913461,-0.005230521,-0.011967832
250,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
251,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
252,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
253,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
254,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
255,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
256,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
257,-0.016476342,-0.000771418,0.01515948,-0.016418307,0.002119499
258,0.023074473,0.006059686,-0.017110166,-0.012624434,0.011441804
259,0.021492441,0.003126856,-0.017377113,-0.008753189,0.014119626
260,0.048386995,0.083126922,0.080285036,0.026287589,-0.043369151
261,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
262,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
263,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
264,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
265,-0.010148212,-0.00898699,0.015913461,-0.005230521,-0.011967832
266,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
267,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
268,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
269,0.012000245,-0.009815846,-0.011136626,0.010211456,0.011858668
270,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
271,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
272,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
273,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
274,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
275,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
276,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
277,0.002508049,-0.014779792,0.002213313,0.013810914,-0.006791668
278,-0.016476342,-0.000771418,0.01515948,-0.016418307,0.002119499
279,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
280,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
281,-0.032296669,0.035281758,-0.02974748,0.016693714,0.002132398
282,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
283,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
284,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
285,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
286,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
287,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
288,-0.022804473,0.010990267,0.005871233,-0.019018645,0.019146944
289,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
290,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
291,0.021492441,0.003126856,-0.017377113,-0.008753189,0.014119626
292,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
293,0.029402604,0.020007324,-0.010819193,-0.026707524,-0.008406208
294,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
295,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
296,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
297,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
298,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
299,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
300,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
301,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
302,-0.032296669,0.035281758,-0.02974748,0.016693714,0.002132398
303,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
304,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
305,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
306,0.018328375,-0.002073906,-0.01662828,-0.001314381,0.016629103
307,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
308,-0.010148212,-0.00898699,0.015913461,-0.005230521,-0.011967832
309,-0.018058375,0.001836555,0.013739016,-0.018237797,0.006661066
310,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
311,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
312,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
313,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
314,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
315,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
316,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
317,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
318,-0.029132603,0.026298066,-0.014549951,-0.00259928,0.018973247
319,-0.029132603,0.026298066,-0.014549951,-0.00259928,0.018973247
320,0.013582277,-0.008212809,-0.012907277,0.007902769,0.014057349
321,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
322,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
323,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
324,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
325,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
326,0.027820571,0.016187967,-0.013256623,-0.02363357,-0.002200693
327,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
328,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
329,0.059461224,0.134685221,0.204165796,0.230017358,0.230572955
330,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
331,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
332,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
333,0.019910408,0.000415659,-0.01720295,-0.004953618,0.015839109
334,-0.029132603,0.026298066,-0.014549951,-0.00259928,0.018973247
335,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
336,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
337,0.040476832,0.052948528,0.026552337,-0.024702752,-0.055938169
338,0.018328375,-0.002073906,-0.01662828,-0.001314381,0.016629103
339,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
340,-0.013312277,-0.005322468,0.016440837,-0.011344521,-0.006051373
341,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
342,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
343,0.026238538,0.012590241,-0.015090526,-0.020177957,0.003235839
344,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
345,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
346,-0.005402114,-0.012821531,0.012441599,0.003945038,-0.015250946
347,0.004090082,-0.014506548,-0.000133184,0.014480093,-0.003709489
348,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
349,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
350,0.023074473,0.006059686,-0.017110166,-0.012624434,0.011441804
351,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
352,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
353,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
354,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
355,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
356,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
357,0.021492441,0.003126856,-0.017377113,-0.008753189,0.014119626
358,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
359,-0.002238049,-0.014269732,0.00881354,0.009026958,-0.013661463
360,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
361,0.012000245,-0.009815846,-0.011136626,0.010211456,0.011858668
362,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
363,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
364,-0.008566179,-0.010486802,0.015073009,-0.002073755,-0.013841738
365,-0.035460734,0.045151979,-0.048702744,0.045798554,-0.033520098
366,-0.025968538,0.018200902,-0.002785325,-0.013937133,0.023017296
367,-0.02122244,0.007717398,0.009135497,-0.01970097,0.015484126
368,0.023074473,0.006059686,-0.017110166,-0.012624434,0.011441804
369,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
370,0.018328375,-0.002073906,-0.01662828,-0.001314381,0.016629103
371,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
372,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
373,-0.018058375,0.001836555,0.013739016,-0.018237797,0.006661066
374,0.000926016,-0.014831404,0.004513668,0.012657507,-0.009554588
375,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
376,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
377,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
378,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
379,-0.019640408,0.00466616,0.011744557,-0.019384708,0.011210326
380,0.002508049,-0.014779792,0.002213313,0.013810914,-0.006791668
381,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
382,0.013582277,-0.008212809,-0.012907277,0.007902769,0.014057349
383,0.007254147,-0.013295163,-0.004802181,0.014296032,0.002894984
384,-0.022804473,0.010990267,0.005871233,-0.019018645,0.019146944
385,0.01516431,-0.00638814,-0.01443984,0.0051778,0.015654659
386,-0.030714636,0.030679096,-0.0216993,0.005940481,0.012500658
387,0.035730734,0.037501076,0.005777885,-0.0322786,-0.03748104
388,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
389,-0.01489431,-0.003157759,0.016046552,-0.014074438,-0.002180521
390,0.010418212,-0.01119725,-0.00916849,0.012064548,0.009178483
391,-0.024386506,0.014484769,0.001911161,-0.017159925,0.021807822
392,0.00883618,-0.012357023,-0.007043474,0.013432598,0.006145657
393,-0.006984147,-0.011764983,0.013902187,0.001014426,-0.014936939
394,0.024656506,0.009214147,-0.016361505,-0.016468822,0.007804197
395,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
396,0.005672114,-0.014011672,-0.002485216,0.014645143,-0.000435881
397,0.016746343,-0.004341839,-0.015693709,0.002085733,0.016542799
398,-0.027550571,0.022138668,-0.008258827,-0.009152723,0.02226433
399,-0.000656016,-0.014661384,0.006727279,0.011049642,-0.011879832
400,-0.003820081,-0.013656448,0.010731848,0.006638964,-0.014809091
401,-0.011730245,-0.007265545,0.016382939,-0.008357018,-0.009348597
402,0.012000245,-0.009815846,-0.011136626,0.010211456,0.011858668
